i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,target,mean,std,median,max,min,maxmin,small,medium,large,huge
54,46,57,44,59,59,59,41,50,50,58,48,53,53,51,43,56,49,44,44,51,44,55,42,58,59,59,58,48,50,44,52,43,55,59,45,53,54,58,46,46,52,58,57,48,46,45,50,50,56,48,60,44,53,49,50,58,42,50,52,46,54,50,52,48,44,46,59,41,54,50,48,46,46,48,52,50,43,49,56,59,42,49,49,56,57,50,50,45,58,59,55,45,60,44,55,50,46,45,45,48,53,49,43,50,54,46,40,46,57,59,45,57,46,47,53,47,50,47,46,WF,0.3365,0.03476438,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
59,43,48,48,49,57,48,59,46,53,58,47,49,54,47,54,50,50,47,53,46,45,45,45,59,50,44,53,53,49,60,41,60,45,45,55,55,41,40,59,47,56,47,47,49,48,53,59,60,46,55,46,52,54,57,49,44,60,60,58,48,44,52,57,59,50,44,44,41,41,54,49,52,53,47,45,50,54,46,57,47,48,49,53,46,43,60,59,42,49,53,52,47,55,47,56,53,48,45,41,57,47,46,57,52,41,50,54,46,43,57,58,40,52,60,60,57,50,50,43,WF,0.338,0.037619154,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
56,46,59,43,57,48,48,53,57,59,41,53,50,52,45,53,41,57,48,53,44,59,45,59,44,53,48,47,49,60,53,57,47,57,41,52,46,45,49,49,57,47,41,60,46,59,42,49,54,51,46,46,56,54,48,48,51,49,50,57,48,58,48,49,56,48,47,50,53,45,45,40,45,44,53,46,51,44,41,43,56,51,40,47,60,55,52,45,58,60,47,47,43,53,49,48,56,47,58,53,58,51,47,43,43,41,40,53,58,58,58,43,53,59,48,54,43,49,48,53,WF,0.335166667,0.036830168,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
51,47,52,47,45,58,45,51,60,48,58,51,54,42,50,54,46,50,46,60,47,54,52,47,51,51,41,58,43,44,59,47,53,47,50,41,56,54,52,56,51,52,47,42,46,58,46,40,58,46,56,48,46,51,52,47,46,52,54,59,41,60,42,50,48,44,42,50,58,60,42,48,54,53,51,42,57,51,41,52,47,57,46,60,47,54,53,52,40,58,42,43,46,46,58,43,47,47,56,52,48,58,48,55,43,52,50,44,47,48,55,60,46,47,49,54,54,44,52,44,WF,0.336444444,0.036421983,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
49,44,59,46,57,45,58,52,40,49,57,55,50,45,52,57,60,41,55,41,55,48,59,44,54,49,59,45,47,53,44,53,54,49,59,41,50,47,47,54,48,48,48,55,47,46,44,47,49,54,59,50,51,53,46,54,50,46,41,47,48,55,55,41,59,41,54,59,45,50,51,51,48,59,45,46,46,44,53,60,43,53,47,47,60,58,44,48,43,55,44,55,46,51,49,55,47,54,43,53,59,46,59,50,48,45,41,47,53,50,41,48,49,53,59,47,44,48,49,53,WF,0.333944444,0.035213059,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
54,43,55,42,53,53,46,58,59,40,55,53,51,46,58,49,43,42,47,47,47,56,43,51,49,57,51,44,55,44,48,59,60,41,49,50,59,57,45,48,43,55,53,42,53,49,48,49,60,58,49,58,49,47,54,47,43,51,52,56,42,59,48,56,47,52,47,47,56,43,51,43,49,57,60,43,47,56,45,49,44,43,41,56,52,49,58,58,41,51,51,52,47,55,47,52,52,48,46,43,57,47,46,60,47,54,60,49,49,52,43,42,60,58,58,60,41,49,50,51,WF,0.335777778,0.037552909,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
59,43,60,43,55,53,48,50,44,56,56,46,48,48,57,55,50,53,53,47,45,55,42,53,45,52,43,55,52,56,44,50,50,50,55,45,55,50,50,45,42,42,57,40,53,57,46,48,56,47,46,49,47,54,57,40,59,48,53,48,43,59,43,49,53,48,53,46,56,41,57,40,53,53,51,52,53,53,48,49,48,53,49,45,59,42,55,47,53,40,57,49,57,45,48,58,46,48,46,53,43,54,46,51,53,59,48,47,48,55,43,40,58,52,60,41,49,48,53,49,WF,0.335444444,0.036330091,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
54,47,49,54,45,51,54,45,60,45,60,45,51,52,53,50,52,57,43,49,48,41,49,52,52,48,50,49,45,53,52,57,42,60,45,51,48,57,45,45,45,56,45,49,45,47,58,45,58,43,49,40,42,42,56,49,51,57,45,55,53,49,49,54,45,52,51,42,59,45,55,41,54,51,57,46,57,44,54,45,51,59,40,60,42,51,49,48,42,44,57,60,40,49,60,42,49,48,60,60,42,54,42,54,58,50,42,53,58,58,60,57,48,45,49,43,58,57,40,53,WF,0.334444444,0.040189405,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
43,53,53,48,56,49,55,52,53,45,46,49,45,52,49,54,60,60,57,42,51,59,46,58,40,53,53,52,47,49,44,57,57,45,56,41,53,48,52,45,60,44,53,46,45,50,45,55,45,46,52,57,45,60,43,52,48,60,42,48,47,49,47,54,50,53,47,59,42,54,47,52,43,55,49,51,46,53,49,60,43,54,52,47,60,48,53,45,52,44,44,52,47,51,53,42,55,56,52,49,49,52,60,60,54,53,43,52,49,49,49,59,58,45,47,50,50,50,42,42,WF,0.335,0.036812798,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
49,52,49,51,49,60,47,53,53,50,52,52,45,45,56,49,44,57,45,48,43,52,49,49,57,53,40,47,58,59,47,52,45,57,48,60,46,53,60,60,48,57,45,45,55,51,45,55,40,60,48,57,45,55,48,60,60,44,58,45,47,44,53,52,45,57,48,57,40,60,47,53,45,59,45,56,48,46,52,49,49,57,49,52,57,52,53,46,45,44,44,41,52,40,58,56,49,45,51,44,55,43,60,56,54,47,60,60,42,40,53,49,48,51,44,55,40,46,54,50,WF,0.335333333,0.035420378,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
45,56,59,59,59,46,52,56,58,47,49,60,41,54,52,49,51,55,45,45,53,46,51,44,44,53,50,51,48,51,50,56,59,59,47,55,47,48,52,55,50,56,57,52,42,47,43,60,53,53,58,47,45,44,52,55,44,47,46,57,46,59,58,49,51,54,45,45,42,58,40,52,51,51,48,49,50,51,43,43,49,51,50,42,45,51,54,41,46,46,58,57,52,41,50,49,53,49,51,48,49,55,51,56,58,40,52,46,53,56,43,59,44,47,48,47,55,59,59,41,WF,0.339111111,0.038486136,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0
59,41,54,50,54,42,50,50,46,52,53,60,42,57,44,49,56,50,48,45,48,59,48,54,51,48,51,48,49,49,59,47,52,44,44,55,53,46,55,49,48,59,60,44,60,42,57,45,48,48,59,43,48,46,45,57,48,43,56,50,55,51,54,48,48,57,41,60,56,58,49,52,46,44,60,43,56,51,44,48,51,51,43,51,51,48,43,58,44,48,50,47,53,49,43,58,43,58,42,56,49,50,53,57,45,42,54,48,48,40,50,45,55,48,60,57,56,42,60,60,WF,0.332611111,0.037312077,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0
60,60,45,51,60,48,54,56,60,42,43,56,51,52,40,58,57,44,49,60,48,42,44,50,56,43,60,56,46,53,56,48,47,60,60,60,52,41,51,48,51,45,59,46,51,48,51,53,52,56,41,59,48,53,45,53,48,48,43,55,46,49,47,58,48,58,45,44,57,48,48,53,48,45,53,42,55,48,60,58,50,48,60,58,46,46,42,52,52,46,53,44,56,44,53,60,48,53,44,53,50,42,42,42,55,48,47,56,44,51,46,60,60,53,50,60,60,48,49,53,WF,0.338777778,0.035676556,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
47,57,58,47,46,58,42,57,41,52,52,42,56,50,45,44,46,60,55,49,46,47,52,51,41,60,59,43,44,58,42,50,48,49,46,55,53,50,60,46,60,44,52,57,53,52,47,49,59,55,51,46,45,41,53,55,44,57,42,56,41,53,59,47,57,42,57,54,58,43,53,44,53,51,51,54,45,51,51,49,58,42,56,41,53,50,50,49,57,43,57,46,50,47,44,42,52,47,51,42,50,53,59,44,47,47,57,60,41,50,49,51,46,57,54,42,54,50,50,50,WF,0.336388889,0.037780593,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
50,52,57,44,57,50,57,48,52,48,50,49,48,47,55,52,45,53,48,48,55,47,51,55,45,46,49,55,45,60,56,52,45,44,43,46,55,49,45,57,48,50,58,42,57,43,50,50,55,45,56,56,45,58,57,45,49,56,57,44,49,48,47,45,53,51,46,56,47,60,43,57,46,47,50,49,51,47,47,42,53,52,45,60,58,45,60,60,44,57,42,55,43,52,51,46,59,42,57,46,49,47,45,46,53,56,55,51,52,50,48,45,55,59,44,50,47,46,55,49,WF,0.335777778,0.037790847,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
49,46,60,45,55,45,50,44,56,48,60,59,41,50,43,52,55,48,60,59,45,56,48,55,47,48,52,45,52,59,44,57,43,50,50,58,47,46,46,42,50,51,52,40,58,60,60,59,49,55,50,49,57,48,45,45,41,42,52,50,48,42,53,50,47,45,60,59,48,50,45,58,40,55,52,45,43,40,52,58,44,52,59,41,54,50,51,45,54,54,50,60,45,49,45,56,60,60,60,54,46,52,46,60,60,60,60,54,47,52,60,60,56,45,60,60,49,49,60,60,WF,0.334666667,0.041083368,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
55,52,52,52,45,43,51,45,52,52,42,56,42,49,59,48,53,60,59,60,48,55,50,49,46,59,45,45,49,44,60,49,57,42,42,53,55,60,45,53,45,52,45,48,59,60,41,49,59,41,59,40,51,51,44,55,50,43,50,49,59,46,56,42,52,51,48,58,55,43,52,52,49,49,45,45,59,46,52,58,59,45,46,52,46,55,44,57,50,52,60,40,58,41,51,51,50,44,49,42,59,56,52,43,42,41,48,51,51,40,47,55,53,49,60,60,48,48,59,60,WF,0.338888889,0.040384088,0.346666667,0.4,0.266666667,1.5,0,0.45,0.55,0
47,50,60,47,57,43,57,45,53,50,55,44,59,48,52,47,51,51,50,57,60,45,57,51,48,52,49,49,55,52,45,43,48,57,45,55,50,45,40,46,51,53,46,50,57,48,60,45,54,45,45,43,51,58,55,55,43,53,48,49,42,41,53,54,51,48,51,49,58,47,46,58,48,57,44,43,52,48,54,51,50,50,48,40,51,45,55,51,58,43,54,49,52,43,60,45,55,45,45,55,48,47,44,43,43,55,52,48,57,45,40,45,55,55,42,54,46,53,50,50,WF,0.333333333,0.033949487,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
45,60,52,52,46,46,54,50,59,40,56,40,54,51,56,43,51,45,59,48,48,55,47,44,51,55,60,46,53,49,56,49,57,44,49,48,57,47,51,57,46,45,44,43,60,50,49,49,52,50,57,46,60,44,44,52,54,43,55,46,52,56,49,50,40,40,51,42,57,60,46,50,59,59,42,49,44,51,44,55,42,53,48,56,46,50,43,57,60,41,49,49,48,42,52,53,45,57,60,41,50,52,60,44,53,51,48,46,46,47,47,56,40,40,60,60,60,50,44,53,WF,0.334111111,0.036105286,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
51,59,40,52,51,56,47,57,53,52,47,51,48,41,60,56,55,47,60,45,59,50,48,47,55,47,50,59,45,41,41,47,56,47,43,55,52,54,41,55,40,57,51,43,47,60,60,43,51,59,57,51,47,56,50,44,42,55,52,43,51,56,43,47,60,43,42,53,50,47,40,50,52,58,52,56,43,50,48,55,54,41,52,57,41,57,53,45,59,46,40,54,49,51,52,60,40,50,47,56,46,59,42,54,50,49,48,47,56,59,46,51,46,53,48,50,52,59,41,50,WF,0.338555556,0.03976761,0.34,0.4,0.273333333,1.463414634,0,0.491666667,0.508333333,0
55,53,42,51,57,46,54,60,45,57,44,50,54,51,49,45,45,42,54,56,55,50,45,54,45,59,46,51,44,53,48,49,40,60,48,56,40,54,53,57,56,50,47,48,55,44,53,55,45,55,58,46,50,46,41,42,53,51,46,49,46,55,45,45,60,55,50,45,50,46,59,40,54,54,44,52,51,40,46,54,50,45,50,60,46,55,44,60,50,40,46,60,44,54,50,46,57,42,59,41,51,50,55,46,49,51,48,54,42,54,51,46,54,55,47,50,53,54,48,43,WF,0.335111111,0.036542784,0.34,0.4,0.266666667,1.5,0,0.45,0.55,0
56,46,58,44,56,55,60,45,56,45,47,47,56,49,48,60,49,57,50,47,56,47,45,48,58,45,44,43,45,57,48,56,44,50,41,55,52,52,54,44,49,45,56,52,57,59,50,45,52,53,43,44,53,53,40,41,56,51,51,55,60,44,57,45,48,40,48,58,58,49,44,44,43,56,44,50,44,51,55,58,44,48,54,49,53,54,60,43,47,49,50,51,47,48,58,60,49,44,53,50,47,48,52,52,53,50,45,43,43,53,43,54,41,44,58,60,60,48,48,56,WF,0.335777778,0.036524382,0.343333333,0.393333333,0.266666667,1.475,0,0.483333333,0.516666667,0
53,46,53,48,59,47,51,50,52,49,52,56,55,47,48,57,49,56,41,60,45,53,56,50,48,45,50,51,48,44,52,53,60,42,60,45,48,50,46,54,45,45,53,44,53,59,43,48,53,42,55,53,53,44,44,44,51,47,52,42,50,41,59,55,41,54,50,59,59,50,53,43,54,41,58,50,42,46,53,58,49,51,54,43,60,40,53,54,46,50,52,45,53,50,52,42,56,43,47,51,52,41,49,44,57,48,59,55,48,47,43,49,41,60,43,60,55,42,53,47,WF,0.339222222,0.035939396,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
58,47,58,45,56,52,47,58,46,46,45,44,59,58,43,59,46,56,43,51,49,47,45,47,60,54,55,47,53,54,49,50,55,44,60,40,53,50,51,50,47,60,56,58,49,47,51,43,56,59,50,58,45,55,43,52,47,43,49,52,59,47,49,46,47,57,58,52,53,50,51,50,49,47,55,52,51,43,56,44,43,59,50,43,50,44,56,42,51,46,59,41,53,50,41,52,51,47,47,58,60,60,59,45,46,45,41,44,55,51,45,56,59,46,49,45,50,50,50,41,WF,0.334055556,0.032623201,0.333333333,0.4,0.273333333,1.463414634,0,0.516666667,0.483333333,0
58,47,47,51,58,49,43,58,49,45,54,49,47,52,58,54,53,45,41,40,43,58,44,49,49,52,48,43,43,53,56,49,59,54,51,59,45,45,60,43,54,53,51,47,52,48,54,48,47,52,53,58,41,56,43,51,51,45,45,43,53,51,46,42,41,46,55,49,46,46,58,58,44,48,48,47,55,40,53,43,53,58,49,54,45,51,53,53,47,58,45,43,43,54,51,56,41,55,42,53,53,45,47,48,55,56,47,47,47,46,57,53,45,60,47,52,43,47,45,58,WF,0.336611111,0.039026394,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
55,53,42,52,51,54,51,46,56,45,58,48,48,54,40,56,45,44,43,55,52,53,52,50,44,60,47,58,43,56,51,54,50,55,49,45,55,53,45,45,53,43,58,42,54,56,52,50,55,53,54,46,50,43,49,59,56,47,47,42,55,40,55,42,56,47,60,45,47,53,52,45,52,42,56,45,42,56,41,53,45,57,48,45,53,52,42,60,43,53,54,58,49,47,60,47,51,45,54,43,48,52,53,45,60,42,52,50,48,43,50,60,43,40,47,55,53,43,54,48,WF,0.333,0.036656225,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0
60,46,51,55,44,55,52,59,47,41,56,44,59,47,50,43,49,47,59,41,54,55,45,50,50,44,43,49,60,41,54,55,59,50,51,59,41,53,52,55,45,58,49,50,53,54,45,43,45,40,40,52,52,46,60,49,54,42,60,42,56,47,54,48,58,41,51,47,47,51,52,43,56,48,46,41,52,44,54,47,55,52,47,55,50,52,47,51,51,56,47,58,51,48,47,45,59,47,44,41,53,55,44,51,55,45,58,55,54,47,42,41,44,59,58,47,47,45,41,40,WF,0.336222222,0.036705946,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
48,45,57,57,49,44,50,43,60,46,57,44,48,50,52,40,50,60,54,53,53,47,50,49,58,60,47,55,49,50,49,51,49,51,50,46,43,54,42,54,53,43,54,59,49,43,43,42,48,42,60,53,53,51,46,53,50,57,44,58,52,44,60,46,60,46,56,46,48,58,49,49,47,54,58,52,40,43,50,54,48,56,50,46,54,46,58,49,50,50,50,46,57,51,43,57,60,43,46,58,46,42,40,45,49,56,59,45,46,52,55,60,60,55,45,50,48,45,57,43,WF,0.336333333,0.040091865,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
51,48,51,48,44,58,54,56,40,42,55,55,48,59,48,53,59,44,51,47,52,47,47,51,48,51,46,48,57,43,57,42,59,42,56,51,53,53,50,49,58,48,44,59,54,45,60,57,49,55,47,48,45,47,55,48,44,55,44,51,51,59,55,47,48,50,46,54,44,43,48,52,50,47,45,58,54,48,48,47,57,59,51,48,48,54,46,40,56,46,56,48,50,60,55,49,52,51,48,47,58,47,46,46,45,40,52,47,60,60,51,40,49,45,56,60,60,56,42,52,WF,0.336388889,0.040564604,0.333333333,0.4,0.266666667,1.5,0,0.525,0.475,0
54,56,46,45,58,40,49,54,57,41,60,44,60,45,52,56,46,59,48,48,47,46,54,54,47,55,55,50,48,53,44,60,46,60,42,53,45,42,54,46,59,46,57,43,54,45,44,50,50,50,54,46,50,42,58,45,50,54,47,44,59,57,52,46,48,41,60,58,46,46,57,52,45,53,54,46,59,45,58,49,44,52,57,56,46,48,43,43,43,51,50,59,43,49,48,42,46,52,52,41,41,46,57,58,41,51,47,41,46,53,51,50,57,43,53,47,50,46,51,53,WF,0.335555556,0.036456831,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
56,55,48,50,55,43,59,47,52,52,44,59,51,49,46,55,57,51,45,56,51,57,49,56,46,48,42,49,53,48,42,52,48,50,40,54,57,51,58,50,51,59,46,59,41,52,54,50,56,49,53,41,56,46,47,59,45,56,51,49,55,46,45,48,56,46,44,44,55,42,53,43,59,57,47,59,57,45,55,47,48,48,44,41,57,43,50,54,51,51,56,45,56,46,48,50,47,60,42,53,48,43,41,52,57,58,44,59,48,48,51,44,56,46,55,48,43,58,42,50,WF,0.335166667,0.037333759,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
50,43,60,40,57,50,50,43,57,59,50,41,54,53,52,54,46,47,58,42,57,50,53,54,44,58,51,43,53,40,58,48,57,52,49,49,48,48,54,44,43,58,47,45,41,54,56,43,59,48,49,47,54,58,52,46,58,46,40,45,56,58,52,58,41,51,52,49,52,40,48,49,49,59,46,58,52,45,52,45,53,45,55,59,53,60,50,54,47,50,49,40,48,55,44,40,41,60,49,50,53,47,49,45,56,40,45,55,58,52,50,40,49,48,53,49,43,60,41,58,WF,0.339333333,0.039116289,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
49,44,57,45,52,60,51,56,52,43,51,48,51,49,57,48,60,60,47,49,59,51,59,46,53,49,44,43,46,56,51,50,56,45,49,49,49,54,48,47,41,42,42,42,57,51,49,58,57,42,51,56,53,47,48,55,57,41,60,60,52,60,47,44,60,46,43,43,41,57,53,54,46,50,48,45,57,60,49,41,44,49,57,40,51,46,53,59,48,44,54,52,43,40,47,44,60,45,59,60,60,48,57,59,43,60,44,48,51,54,46,45,49,43,57,45,45,41,57,52,WF,0.335722222,0.039320046,0.34,0.4,0.266666667,1.5,0,0.483333333,0.516666667,0
53,51,58,42,58,42,53,52,53,47,49,52,47,52,52,58,45,59,60,55,53,49,50,50,47,57,51,46,46,45,42,52,56,56,48,46,55,46,49,53,55,49,55,46,42,46,55,49,53,46,58,41,50,54,44,52,52,50,51,50,56,48,44,50,45,55,42,43,59,53,46,51,56,49,48,54,50,60,46,55,47,48,50,44,56,46,48,44,56,59,49,58,47,48,48,54,53,49,48,45,45,44,42,52,51,48,41,42,47,52,45,53,42,59,59,49,49,58,42,52,WF,0.338,0.038772963,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
60,60,60,60,49,51,50,58,46,60,45,58,47,46,45,45,49,60,49,60,41,57,53,42,48,60,41,56,49,45,51,56,58,44,48,51,51,48,53,43,54,60,42,60,60,55,52,50,53,54,46,50,48,57,48,40,60,48,49,54,47,49,56,48,44,58,56,41,60,44,53,44,51,57,45,58,44,48,45,43,43,58,43,49,53,53,44,51,54,46,51,53,45,57,43,50,50,46,57,45,54,60,42,54,48,53,44,53,48,48,50,40,60,48,42,45,49,56,60,60,WF,0.335055556,0.039078994,0.326666667,0.4,0.266666667,1.5,0,0.55,0.45,0
46,57,50,50,50,55,44,51,57,41,60,45,56,42,50,57,48,52,47,56,44,57,46,58,49,50,47,60,42,56,40,54,48,52,43,55,45,47,53,50,45,57,49,60,48,50,50,55,47,50,48,55,49,46,57,50,44,43,47,58,47,52,44,46,52,53,42,60,50,55,52,50,57,45,52,40,58,57,47,54,53,46,52,50,53,49,48,48,43,60,43,58,50,47,43,60,41,49,43,42,54,57,58,42,50,42,40,47,43,60,47,55,52,46,52,57,45,48,48,50,WF,0.332833333,0.034366754,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
47,55,60,44,55,54,40,57,51,60,47,46,55,51,44,52,54,44,51,41,58,59,45,60,58,59,50,46,49,60,53,46,51,46,58,56,54,46,43,55,53,46,55,60,41,58,46,49,49,47,49,54,46,42,51,49,50,42,53,52,45,47,43,60,41,41,51,44,55,41,56,48,46,60,42,53,49,47,54,42,54,48,52,46,59,46,60,58,60,44,52,51,56,56,54,51,42,53,46,47,53,50,45,42,46,55,49,53,55,42,40,40,44,56,55,47,60,60,50,48,WF,0.336222222,0.037907286,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
51,48,54,48,51,60,60,59,43,56,41,53,48,48,47,59,47,59,51,54,40,44,46,54,50,49,58,44,55,42,59,43,53,48,47,54,58,47,49,50,60,45,43,46,52,51,40,58,46,46,43,56,51,54,47,49,51,57,58,41,51,43,57,50,50,56,44,53,47,50,54,53,54,46,51,57,60,46,50,50,54,46,44,46,50,54,43,45,52,55,51,53,57,44,60,60,57,41,52,49,60,42,60,46,48,44,44,43,56,51,42,51,53,46,42,44,54,52,60,55,WF,0.333777778,0.034209585,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
46,58,60,42,55,51,49,47,56,50,40,48,55,49,45,46,56,50,44,44,44,48,50,52,47,43,60,58,48,52,43,55,44,43,60,56,46,48,53,52,52,43,55,47,58,43,60,47,53,53,49,48,60,54,47,49,45,44,43,42,52,50,48,43,57,59,48,50,60,44,59,43,58,41,50,48,46,55,44,57,50,51,45,60,49,56,55,48,43,43,41,45,59,57,47,48,52,50,46,56,50,46,47,56,47,44,43,43,49,44,57,40,58,57,44,52,60,43,49,47,WF,0.337222222,0.041652005,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0
53,55,42,45,52,59,48,53,49,50,60,47,59,42,51,60,49,56,44,51,50,50,48,49,45,51,59,45,54,46,44,55,51,43,51,43,56,59,48,60,45,45,53,46,51,55,45,50,43,53,47,58,43,60,45,50,49,45,43,53,49,48,59,46,45,51,48,51,41,52,47,51,56,53,41,46,46,58,44,59,59,45,59,51,50,52,60,42,48,48,50,60,55,47,48,47,46,47,43,60,57,40,53,40,52,47,58,44,56,50,51,51,58,55,58,60,45,48,45,44,WF,0.337388889,0.03871219,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
55,48,47,47,60,43,49,52,49,59,58,54,54,41,58,49,44,59,52,50,48,47,59,43,57,44,49,58,44,60,46,48,48,44,44,56,50,45,59,46,52,44,57,52,58,42,54,58,42,50,50,43,50,51,49,41,55,43,60,43,52,47,44,60,54,53,46,52,57,46,57,55,43,52,47,43,51,43,56,55,48,47,47,60,58,52,43,50,42,58,41,49,48,53,47,55,58,47,52,46,52,48,57,43,54,46,50,59,45,50,46,47,46,57,57,47,46,48,52,50,WF,0.333222222,0.040721626,0.33,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0
50,54,56,40,60,40,54,50,46,48,60,50,60,52,41,57,42,51,50,53,42,60,47,55,58,46,49,54,50,46,46,49,46,58,50,60,42,55,49,55,48,52,42,56,46,43,46,59,58,58,59,51,51,56,45,58,43,49,43,42,54,46,50,53,46,51,52,44,59,50,54,41,48,50,52,43,54,53,45,48,57,40,44,57,49,40,46,58,58,41,60,43,55,42,53,51,58,42,53,56,50,47,46,53,51,46,58,48,44,58,59,58,57,60,44,52,46,52,46,41,WF,0.334111111,0.038653174,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
52,49,59,42,59,46,49,52,47,51,49,46,54,55,46,58,45,50,49,53,52,60,40,50,47,55,51,55,49,46,42,45,50,40,60,55,50,57,50,50,51,49,56,51,45,42,55,53,42,59,42,56,51,50,50,45,49,43,52,42,56,48,43,59,43,45,53,55,51,52,44,47,56,47,51,51,48,42,44,55,51,53,57,40,60,48,42,55,52,44,47,59,57,42,51,50,51,49,43,54,50,51,42,57,49,46,60,46,55,55,55,46,44,40,50,53,52,50,48,47,WF,0.336666667,0.040288409,0.34,0.4,0.266666667,1.5,0,0.491666667,0.508333333,0
54,47,58,47,53,50,49,47,45,49,54,47,58,44,50,57,56,51,48,50,49,51,46,51,53,43,50,45,55,43,42,60,48,55,51,46,47,57,50,56,60,50,48,47,55,44,44,51,41,58,46,56,60,47,55,51,48,44,43,50,55,45,55,46,49,40,50,58,42,60,41,53,60,57,53,53,51,56,41,54,50,53,49,46,47,47,56,60,40,50,48,43,59,57,50,51,53,46,46,47,50,53,60,45,53,44,53,45,43,53,60,40,57,55,49,51,53,42,55,50,WF,0.335444444,0.034397396,0.333333333,0.4,0.266666667,1.5,0,0.508333333,0.491666667,0
51,54,53,51,46,45,44,50,60,49,59,47,56,60,43,47,44,52,51,47,46,52,52,41,52,41,57,58,49,43,53,54,49,42,59,59,57,60,47,43,54,47,49,43,41,53,56,56,45,57,46,54,54,55,50,49,58,51,51,52,47,47,45,49,54,47,51,48,51,53,43,60,41,58,41,54,51,49,52,41,59,42,57,58,40,52,49,56,42,52,42,51,42,57,41,51,46,53,53,44,56,46,53,55,40,59,59,55,48,47,46,57,59,59,49,53,48,52,46,52,WF,0.339111111,0.041313028,0.336666667,0.4,0.266666667,1.5,0,0.5,0.5,0
51,58,43,56,51,60,40,60,50,50,46,57,58,46,51,58,60,49,47,56,41,53,46,52,48,50,45,56,49,44,47,59,59,59,50,51,49,41,47,56,47,41,49,54,47,41,55,45,50,50,60,57,53,47,43,60,40,56,47,59,46,47,45,40,52,55,43,49,53,48,53,55,46,48,56,43,47,60,57,41,52,42,53,44,53,60,47,60,49,43,49,59,42,41,53,55,60,41,60,43,50,51,49,49,58,49,60,60,51,54,47,45,43,45,50,55,56,42,52,42,WF,0.335944444,0.04076116,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
